"","OsTir1_Ctrl_1","OsTir1_Ctrl_2","OsTir1_Auxin_1","OsTir1_Auxin_2","Chd1_Ctrl_1","Chd1_Ctrl_2","Chd1_Auxin_1","Chd1_Auxin_2"
"CG31817",9,14,26,14,96,68,81,63
"CG31821",0,0,0,0,2,5,4,0
"CG31823",0,0,0,0,1,0,0,0
"CG31826",0,0,0,0,0,0,1,1
"CG3184",42,28,76,44,125,154,263,241
"CG31849",70,63,130,81,119,139,146,169
"CG31869",3,1,6,1,36,39,85,73
"CG31875",204,180,371,211,867,941,795,857
"CG31886",389,338,656,362,3282,3186,2962,2760
"CG31904",89,82,153,78,688,782,954,1035
"CG31908",278,224,487,234,729,802,846,970
"CG3191",33,37,66,32,70,58,79,67
"CG31921",0,0,0,0,0,0,0,0
"CG31933",0,0,0,0,0,0,1,0
"CG31935",166,124,279,153,715,772,669,715
"CG31948",0,0,0,0,0,0,0,0
"CG31954",5,3,10,8,101,83,82,88
"CG31957",98,81,162,77,237,252,233,239
"CG31974",34,30,49,26,103,114,124,106
"CG31975",116,125,264,105,471,504,422,401
"CG3198",206,177,355,210,425,508,638,734
"CG31988",1,0,0,1,0,1,0,1
"CG31997",0,0,0,0,20,14,16,13
"CG31998",805,660,1518,818,1731,1769,2228,2130
"CG31999",96,61,163,81,945,988,129,138
"CG32017",15,21,27,18,49,68,72,61
"CG32036",3,3,6,1,8,5,17,21
"CG32037",3,6,7,7,75,61,125,77
"CG32053",0,0,0,0,0,0,0,0
"CG32054",0,0,0,0,0,2,0,0
"CG32055",30,21,52,29,85,86,96,127
"CG32066",849,720,1612,731,3183,3444,2670,3025
"CG32075",152,123,327,137,187,208,204,262
"CG32085",39,29,63,45,127,165,217,232
"CG32086",0,0,0,0,0,0,0,0
"CG32095",233,199,439,200,303,344,347,366
"CG32104",55,65,118,62,204,216,223,223
"CG32106",1,2,0,2,1,1,5,2
"CG32107",0,0,0,0,0,1,0,0
"CG32115",237,186,425,189,516,627,542,535
"CG32119",0,0,1,0,0,1,0,0
"CG32121",18,24,55,16,270,266,71,78
"CG3213",0,0,0,0,0,0,1,1
"CG32152",362,327,664,355,1870,2041,2241,2182
"CG3216",20,17,28,23,56,45,45,46
"CG32187",0,0,1,0,2,1,3,2
"CG32191",12,12,7,12,34,49,90,95
"CG32196",7,8,10,7,63,87,80,109
"CG32204",3,0,6,4,10,13,13,20
"CG32206",29,17,51,24,75,74,61,60
"CG32219",0,0,0,0,0,1,0,0
"CG32225",1,1,0,0,1,0,1,1
"CG32232",0,0,0,0,0,0,0,0
"CG32236",0,0,1,0,3,1,0,0
"CG32237",0,0,1,0,0,0,0,2
"CG32241",0,0,0,0,2,1,0,0
"CG32243",450,406,791,375,707,816,800,891
"CG3225",69,43,103,61,131,140,156,179
"CG3226",358,337,629,289,329,303,473,491
"CG32262",96,100,182,98,223,290,310,370
"CG32264",839,782,1594,961,2506,2352,2775,2743
"CG32269",2,3,6,4,5,11,10,8
"CG32270",2,3,6,4,5,11,10,8
"CG32276",922,796,1774,879,1437,1546,1684,1737
"CG32295",36,33,89,39,38,43,59,54
"CG32298",2,1,1,1,4,4,1,2
"CG32299",2,1,1,1,4,4,1,2
"CG32335",0,0,0,0,0,2,1,0
"CG32344",338,321,690,351,418,463,507,523
"CG32354",121,149,245,112,679,593,236,200
"CG32369",3922,3900,6989,3904,10245,10676,11683,12173
"CG32371",0,0,1,1,0,0,2,0
"CG32388",0,0,0,0,0,0,0,0
"CG32395",0,0,0,0,0,0,0,0
"CG32413",0,0,0,0,0,0,0,0
"CG32428",699,675,1279,641,1970,2151,2462,2529
"CG32432",0,4,2,0,0,1,2,1
"CG32447",1,0,3,0,30,29,10,9
"CG32459",0,0,1,0,0,1,2,0
"CG3246",36,36,71,40,127,138,89,125
"CG32462",0,0,0,0,1,1,2,0
"CG32483",14,12,18,15,24,28,28,26
"CG32486",1645,1584,2918,1489,4511,4697,4728,4893
"CG32487",0,0,0,0,0,0,0,0
"CG32488",0,0,0,0,0,0,0,0
"CG32500",51,39,98,44,227,316,280,307
"CG32507",0,0,0,0,0,0,0,0
"CG3251",644,495,1139,565,577,643,630,697
"CG32512",419,405,784,447,962,954,893,967
"CG32521",2454,2080,4962,2287,5161,6177,4457,5169
"CG32532",34,15,42,15,84,58,59,49
"CG32533",135,116,273,119,286,328,312,302
"CG32536",151,137,349,132,315,362,321,329
"CG32537",161,132,311,172,322,391,341,325
"CG32547",3,2,3,9,49,35,41,59
"CG32548",0,0,3,2,1,6,1,3
"CG32549",601,589,1193,608,1690,1893,1902,2055
"CG32576",65,73,152,71,200,237,230,241
"CG32581",50,39,83,35,81,83,98,95
"CG32591",0,0,1,1,2,0,0,0
"CG32638",393,345,682,364,1901,1826,1726,1689
"CG32647",595,711,1191,633,1265,1280,2630,2538
"CG32650",6,7,16,7,35,23,32,39
"CG32651",0,0,0,0,0,0,0,1
"CG32655",0,0,0,0,0,0,0,0
"CG32668",1,0,0,2,3,3,5,1
"CG32669",70,62,159,90,211,231,235,254
"CG32679",0,0,0,0,3,3,13,9
"CG32681",8,10,11,8,12,13,37,50
"CG32683",4,5,5,4,8,4,4,5
"CG32686",1,0,3,3,2,1,3,6
"CG32687",203,197,416,213,970,1083,880,1030
"CG32695",1,2,1,1,9,14,6,5
"CG32700",140,185,291,193,546,573,607,526
"CG32719",61,47,103,50,91,95,112,118
"CG32720",3,0,0,1,5,4,7,3
"CG32750",0,0,0,0,0,0,0,0
"CG32751",0,0,0,0,0,0,0,1
"CG32762",0,0,1,1,2,2,1,5
"CG32767",279,228,619,291,750,727,753,835
"CG32795",26,37,63,28,85,78,73,68
"CG32801",71,59,148,102,135,147,166,174
"CG32803",113,96,177,95,223,256,341,351
"CG32808",5,8,7,5,18,24,47,33
"CG32809",240,170,451,212,378,416,512,490
"CG3281",129,124,196,125,164,227,178,175
"CG32814",276,277,520,216,740,801,897,977
"CG32816",848,776,1642,815,2331,2562,3065,3166
"CG32819",7,3,13,6,37,53,50,77
"CG32820",14,9,20,7,71,101,89,128
"CG32833",0,0,0,0,0,0,1,0
"CG32834",0,0,0,0,9,2,5,1
"CG32845",3,2,5,4,13,18,14,15
"CG32846",0,0,0,0,0,0,0,0
"CG32855",18,14,29,10,30,31,37,27
"CG32857",51,39,98,44,226,315,279,307
"CG32944",644,572,1255,644,3943,4267,3920,3739
"CG3295",108,94,216,128,367,430,492,562
"CG3301",0,1,1,0,6,19,4,5
"CG33054",508,450,1058,487,945,923,1450,1482
"CG33056",470,418,980,458,854,857,1329,1378
"CG33057",266,191,459,257,609,675,820,897
"CG33062",101,79,211,95,216,247,248,246
"CG3308",228,231,482,224,511,537,516,553
"CG33080",27,19,34,19,109,129,113,103
"CG3309",66,56,119,61,136,161,154,193
"CG33093",1,0,1,1,2,1,0,2
"CG33099",145,198,268,128,1573,1694,1341,1441
"CG33107",66,64,124,63,223,258,373,350
"CG33109",23,20,29,24,11,6,4,8
"CG33111",837,746,1479,744,1880,2052,2189,2247
"CG33120",83,69,143,64,319,294,231,279
"CG33124",1,0,1,0,1,1,5,4
"CG33125",0,0,0,0,0,1,0,0
"CG33129",803,580,1483,733,1699,1738,1871,2075
"CG33136",24,29,45,25,217,192,225,187
"CG33144",346,313,682,311,770,890,1126,1314
"CG33156",177,193,325,167,522,598,582,548
"CG33191",3,1,7,5,31,30,9,7
"CG33199",501,490,974,493,749,850,904,1087
"CG33203",610,677,1156,621,1265,1496,1025,1148
"CG33213",53,36,94,32,130,130,174,168
"CG33223",1,4,10,8,15,16,12,12
"CG33226",0,0,0,1,0,3,1,0
"CG3323",1,0,3,1,9,16,17,10
"CG33235",0,0,0,1,0,0,3,2
"CG33286",0,0,0,1,0,1,1,1
"CG33287",0,2,0,0,0,0,0,1
"CG33296",0,0,2,0,2,1,3,0
"CG3330",0,0,0,0,0,0,0,0
"CG33303",466,452,988,475,864,945,933,1061
"CG33307",121,110,238,113,221,269,224,236
"CG33322",1,0,0,0,0,2,0,0
"CG33325",0,1,0,0,0,0,0,0
"CG33337",0,1,1,0,0,0,1,0
"CG3337",158,148,341,156,397,405,424,426
"CG3339",8,6,9,6,17,20,6,13
"CG3342",79,70,144,73,144,168,201,214
"CG33465",1,1,2,0,7,6,5,6
"CG33483",0,0,0,0,0,0,0,0
"CG33489",0,0,0,0,0,0,0,0
"CG33490",0,0,0,0,0,0,0,0
"CG33494",610,422,1149,485,1147,1514,1378,1671
"CG33502",51,39,98,44,226,315,279,307
"CG33506",55,63,144,46,196,204,214,223
"CG33509",7,9,22,11,30,22,38,52
"CG33510",5,10,7,5,15,15,31,23
"CG33511",5,2,11,2,8,4,12,3
"CG33543",167,98,298,108,12,30,23,31
"CG33639",2,2,0,2,8,5,1,4
"CG33655",217,215,471,227,589,616,643,646
"CG33671",227,206,443,213,353,386,538,588
"CG33672",227,206,443,213,353,386,538,588
"CG33680",0,0,2,0,1,3,1,4
"CG33700",0,0,0,0,0,0,1,0
"CG33785",309,262,521,267,1862,2099,1725,1817
"CG33786",309,262,521,267,1862,2099,1725,1817
"CG3386",217,190,336,184,812,969,845,949
"CG33914",1,1,2,1,7,3,3,1
"CG33939",93,80,148,96,492,472,350,336
"CG33958",1,1,0,0,1,0,2,0
"CG33969",259,203,512,265,846,931,1060,1255
"CG3397",98,87,172,92,572,565,312,360
"CG33978",13,11,20,9,35,35,35,38
"CG33981",266,272,503,256,563,673,698,705
"CG33993",5,2,4,0,3,10,6,9
"CG3402",393,334,776,384,1047,1126,1428,1551
"CG34025",0,0,0,0,0,0,0,0
"CG34027",4,2,2,2,7,8,5,10
"CG34030",0,0,0,0,0,0,2,2
"CG34040",0,0,0,2,5,4,6,8
"CG34043",0,0,2,3,18,25,27,29
"CG34049",0,0,0,0,0,0,0,0
"CG3407",125,112,196,90,215,231,198,208
"CG3408",176,190,410,175,693,743,800,963
"CG34112",11,6,21,7,48,60,90,100
"CG34135",0,1,0,0,1,0,0,4
"CG34140",173,150,332,183,420,441,513,606
"CG34141",79,81,189,105,200,229,232,199
"CG34155",3,2,0,0,0,1,3,3
"CG34159",189,195,344,191,549,634,679,703
"CG34172",6,5,9,5,13,20,20,11
"CG34179",690,570,1188,635,980,1107,1105,1212
"CG34190",0,2,1,0,11,10,12,11
"CG34205",1,0,0,1,1,0,4,1
"CG34216",0,0,0,0,2,1,2,2
"CG34219",1,4,8,8,16,13,28,12
"CG34220",119,72,198,81,258,271,492,524
"CG34221",0,0,0,0,0,0,0,0
"CG34235",0,0,0,0,3,1,3,1
"CG34236",0,0,0,0,1,1,1,0
"CG34256",10,12,23,8,62,64,76,68
"CG34290",0,0,0,0,5,0,0,1
"CG34312",0,0,0,0,3,1,3,1
"CG34315",118,107,212,115,149,140,173,178
"CG34324",0,0,0,0,0,1,0,0
"CG34325",144,67,170,73,551,681,728,767
"CG3434",141,130,289,128,437,463,470,505
"CG34342",0,0,0,0,0,0,0,0
"CG34353",488,431,921,438,1768,1972,1648,1657
"CG34357",257,281,478,267,1288,1261,958,935
"CG34367",0,0,0,1,2,0,1,1
"CG3437",122,124,212,116,253,304,373,420
"CG34370",195,193,375,180,1929,2325,1585,1822
"CG34375",0,0,2,2,0,2,3,4
"CG34377",0,0,0,0,0,0,0,1
"CG34393",0,2,0,1,0,2,10,10
"CG34404",180,156,305,184,332,354,342,322
"CG34409",82,70,123,72,298,335,286,303
"CG34425",3,6,15,7,8,9,6,7
"CG34434",5,1,3,5,20,21,27,35
"CG34435",0,2,0,2,3,0,4,2
"CG34447",0,0,1,0,0,0,0,0
"CG34448",0,0,0,0,0,0,0,0
"CG34450",42,30,83,53,139,121,151,128
"CG34451",1,0,2,0,8,1,1,1
"CG34452",0,0,0,0,0,1,0,2
"CG3448",29,24,57,18,106,128,202,271
"CG3500",97,93,164,95,273,295,331,411
"CG3502",0,0,0,0,1,0,1,0
"CG3515",0,0,0,0,0,0,0,0
"CG3517",0,0,0,0,1,0,0,0
"CG3520",157,138,279,142,233,218,269,287
"CG3530",264,272,540,278,775,777,854,867
"CG3557",0,0,0,0,0,0,0,0
"CG3566",195,158,380,155,365,413,454,435
"CG3581",13,8,18,9,14,19,17,21
"CG3597",3,1,4,2,7,9,9,10
"CG3609",120,139,242,125,766,855,575,676
"CG3618",39,32,59,30,155,139,150,160
"CG3625",67,80,120,50,870,891,1200,1376
"CG3634",171,173,333,166,260,315,311,344
"CG3638",997,1018,1869,1093,2641,2893,2377,2441
"CG3645",472,418,862,477,983,1034,1125,1126
"CG3652",70,79,166,81,289,321,265,322
"CG3655",207,231,323,181,621,608,656,757
"CG3690",1,1,1,0,1,1,1,0
"CG3698",0,0,0,0,0,1,3,3
"CG3702",464,459,886,450,783,886,792,910
"CG3703",17,24,46,21,39,28,86,105
"CG3704",166,148,286,142,199,266,285,318
"CG3706",5,4,7,5,10,10,8,8
"CG3708",0,0,0,1,0,1,1,6
"CG3709",127,120,263,129,199,235,225,254
"CG3719",157,154,293,169,253,240,340,349
"CG3732",129,118,256,133,237,260,307,313
"CG3735",334,270,665,273,348,370,345,375
"CG3744",252,217,478,227,565,661,723,768
"CG3764",535,397,1006,472,2499,2676,2793,2665
"CG3788",62,55,100,50,114,120,76,116
"CG3795",0,0,0,0,1,0,1,2
"CG3803",71,48,83,41,170,203,233,260
"CG3808",298,226,552,254,441,496,508,535
"CG3819",0,0,0,0,0,0,0,0
"CG3831",258,203,526,203,436,562,763,882
"CG3857",59,65,91,54,79,73,104,91
"CG3860",78,61,155,69,265,301,303,345
"CG3862",150,109,259,134,449,526,456,567
"CG3868",13,19,34,9,72,78,106,96
"CG3902",979,878,1848,867,3255,3231,3662,3821
"CG3907",454,419,816,407,852,1008,1119,1219
"CG3955",4,1,11,5,0,5,5,14
"CG3961",752,814,1549,848,4338,5007,4851,4648
"CG3982",39,24,61,31,60,88,76,82
"CG3995",255,255,476,218,797,867,901,966
"CG4000",0,0,0,0,0,0,0,0
"CG40006",282,280,539,265,930,921,927,944
"CG4009",6,4,11,10,31,36,65,62
"CG40198",0,0,0,0,1,0,0,0
"CG4022",110,92,246,86,494,544,558,596
"CG40228",296,314,551,341,853,907,662,705
"CG4038",467,403,939,430,518,547,561,623
"CG4041",123,103,205,113,167,214,220,230
"CG4042",101,93,198,97,292,308,358,346
"CG4045",267,259,506,226,355,363,389,446
"CG40470",207,198,476,222,1307,1506,599,649
"CG40485",0,1,3,0,9,7,6,11
"CG40486",0,0,0,0,0,0,1,0
"CG4049",198,132,346,151,396,422,567,619
"CG40498",6,5,14,12,29,24,30,33
"CG4069",152,154,329,160,227,209,215,232
"CG4074",12,25,40,22,63,62,51,44
"CG4080",928,937,1744,962,2742,2930,3062,3064
"CG4098",153,142,269,165,402,490,528,560
"CG41284",0,0,0,0,0,0,0,0
"CG41378",1387,1302,2687,1486,4468,4672,4709,4760
"CG4168",3,3,2,0,4,7,9,5
"CG4174",2,1,2,0,3,4,7,1
"CG4199",1242,1275,2377,1340,3543,3636,3843,3860
"CG4213",0,3,3,2,5,4,6,8
"CG4218",0,0,0,0,0,0,0,0
"CG42231",1040,885,2054,997,3168,3424,3506,3568
"CG42232",943,792,1892,804,1523,1463,1665,1516
"CG42233",44,39,75,43,75,78,145,139
"CG42238",1629,1623,2970,1673,5138,4989,4213,4317
"CG42255",1,1,6,3,8,6,8,5
"CG42260",12,7,30,15,60,52,68,62
"CG42263",0,0,0,0,0,0,0,0
"CG42264",0,2,0,0,0,0,0,1
"CG42266",7,7,10,12,44,39,49,41
"CG42268",13,14,22,18,27,21,35,19
"CG42271",216,214,430,204,457,490,459,457
"CG42296",672,573,1242,628,159,178,216,203
"CG42306",368,277,712,323,1773,2304,2571,3104
"CG42326",5,6,15,2,29,31,24,30
"CG42336",362,319,775,329,589,595,821,855
"CG42337",2,3,8,1,10,19,22,24
"CG42339",2,1,3,1,5,1,7,3
"CG42340",1939,1814,3263,1793,4640,4768,5124,5141
"CG42353",290,303,544,272,1679,1598,1499,1550
"CG42354",290,303,544,272,1679,1598,1499,1550
"CG42356",0,0,0,0,0,0,0,0
"CG42357",0,0,0,0,0,0,0,0
"CG42359",206,224,440,214,535,603,591,542
"CG42369",17,13,20,8,147,201,30,37
"CG42379",384,315,702,344,805,864,819,850
"CG42380",384,315,702,344,805,864,819,850
"CG42381",384,315,702,344,805,864,819,850
"CG42383",0,0,0,0,0,0,0,0
"CG42395",49,35,79,50,149,129,126,141
"CG42399",42,44,91,49,102,105,156,159
"CG42445",31,16,79,42,140,142,158,182
"CG42446",280,277,600,292,483,475,494,510
"CG42487",185,152,347,170,308,294,301,285
"CG42502",10,3,14,7,32,27,30,25
"CG42504",0,0,0,0,1,0,0,0
"CG42505",0,0,0,0,1,0,0,0
"CG42507",1601,1617,3187,1660,2493,2505,2685,2720
"CG42514",182,157,376,195,394,412,401,414
"CG42516",201,196,432,187,303,297,402,442
"CG42525",0,0,0,0,4,1,3,5
"CG42526",105,92,193,78,347,407,475,567
"CG42541",53,61,112,58,290,249,361,296
"CG42559",0,0,0,0,0,0,0,0
"CG42560",0,0,0,0,0,0,0,0
"CG42568",29,37,58,31,87,145,138,200
"CG4259",892,755,1657,878,2879,3380,2455,2572
"CG42598",14,7,16,10,47,46,49,35
"CG42633",6,2,7,7,24,17,28,14
"CG42637",2317,2309,4405,2367,5250,5228,5389,5404
"CG42638",114,97,213,112,264,277,295,310
"CG4266",1145,1039,2011,1053,1929,2199,1947,2085
"CG42662",0,1,2,0,2,4,1,1
"CG42674",5031,4642,9601,5181,8071,8880,10341,9738
"CG42685",0,0,0,0,0,0,0,0
"CG42690",0,0,0,0,1,0,0,0
"CG42691",1,0,0,0,0,0,0,0
"CG42697",1425,1463,2619,1012,4549,5030,4966,4969
"CG42711",1,4,2,2,19,34,12,12
"CG42724",412,367,800,417,689,718,817,790
"CG42740",127,123,277,138,131,126,145,154
"CG42741",16,29,66,25,131,188,52,74
"CG42750",2,1,2,0,8,7,2,8
"CG42764",0,2,1,3,2,1,2,2
"CG42788",1706,1778,3465,1839,5693,6011,6090,5865
"CG42807",16,19,38,18,18,10,23,26
"CG4281",412,349,763,374,564,676,727,810
"CG42813",87,84,162,96,188,231,254,288
"CG42816",32,31,48,34,77,108,131,153
"CG42820",0,0,0,0,2,0,0,0
"CG42825",1,2,0,2,2,1,0,0
"CG42826",0,0,0,0,0,0,0,0
"CG42841",0,0,0,1,0,0,0,0
"CG42853",0,0,0,0,0,0,0,0
"CG42854",1,0,1,1,1,3,2,2
"CG4287",118,115,216,113,375,453,436,470
"CG42876",1,0,0,0,0,0,0,0
"CG4291",149,117,265,117,448,473,390,424
"CG4293",100,93,183,105,104,126,169,162
"CG4294",336,331,695,358,596,586,721,791
"CG4297",398,415,847,397,3011,2972,2389,2264
"CG4306",0,0,4,3,14,20,29,32
"CG43064",0,0,0,1,0,1,0,1
"CG43077",6,9,13,5,52,57,56,44
"CG43085",2,5,9,6,61,56,59,70
"CG43102",40,55,96,45,113,120,165,173
"CG43106",0,0,1,1,0,0,1,1
"CG43110",66,52,154,64,52,52,260,218
"CG43116",2,0,0,2,4,4,7,2
"CG43153",1,3,8,6,23,25,26,26
"CG43163",4374,3975,8272,4310,6918,7231,6559,6759
"CG4318",1,2,0,0,2,3,6,6
"CG43191",1,0,2,0,13,10,10,13
"CG43195",0,0,0,0,1,0,0,0
"CG4324",1,0,2,0,2,4,12,5
"CG43248",12,11,29,8,51,56,56,63
"CG4325",18,21,37,11,31,48,71,91
"CG4328",0,0,0,0,0,0,0,0
"CG4329",1,0,2,0,0,1,0,1
"CG43291",63,60,115,67,185,198,55,61
"CG43313",256,171,450,221,460,470,485,479
"CG43326",38,20,74,30,22,27,42,45
"CG43327",0,0,0,0,0,0,0,0
"CG43328",0,0,0,0,0,0,0,0
"CG43332",0,0,0,1,1,1,0,0
"CG43333",3,2,2,3,4,7,4,5
"CG43337",12,9,21,6,23,20,34,33
"CG43338",18,15,39,21,67,68,55,85
"CG43339",18,13,35,13,37,28,46,44
"CG43345",329,291,659,320,739,835,786,892
"CG43346",329,291,659,320,739,835,786,892
"CG43347",0,1,2,1,0,4,0,0
"CG4335",0,0,0,0,0,1,0,0
"CG43373",209,186,429,232,520,554,460,479
"CG43386",0,2,0,0,2,2,1,2
"CG43393",1,0,0,0,0,1,1,0
"CG43397",0,0,0,0,0,0,0,0
"CG43428",0,0,0,1,0,2,2,1
"CG43439",0,0,0,0,0,0,0,0
"CG43446",62,61,105,59,111,131,17,25
"CG4360",638,569,1260,653,689,780,626,682
"CG4362",2,2,2,2,14,8,11,17
"CG4364",463,432,923,479,1034,1229,1087,1059
"CG43658",1815,1754,3394,1829,5517,5701,5893,5510
"CG43666",0,0,0,0,0,0,1,0
"CG4367",0,0,1,0,1,3,5,4
"CG43691",0,0,0,0,0,0,0,1
"CG43693",9,7,17,9,158,164,97,93
"CG43710",0,0,0,0,0,0,0,0
"CG43711",0,0,0,0,0,0,0,0
"CG4372",0,0,0,0,0,0,1,0
"CG43739",1783,1695,3521,1799,7190,7452,6252,6296
"CG4374",5,0,4,2,5,2,0,5
"CG43742",0,0,8,0,6,4,3,4
"CG43750",0,0,0,0,0,0,0,0
"CG43755",0,0,0,0,0,1,1,1
"CG43775",26,23,43,23,82,84,102,81
"CG43776",26,23,43,23,82,84,102,81
"CG43777",26,23,43,23,82,84,102,81
"CG43778",3,2,3,1,11,17,9,10
"CG43780",461,378,871,452,766,927,873,993
"CG43781",461,378,871,452,766,927,873,993
"CG43783",536,504,1036,548,2066,2207,2294,2362
"CG4382",1,1,0,0,2,0,1,1
"CG43843",0,0,0,0,0,0,0,0
"CG43861",28,36,70,31,154,143,186,163
"CG43867",1578,1359,2947,1427,2790,3032,3703,3412
"CG4390",117,90,263,132,254,269,233,228
"CG4393",4,0,7,4,10,10,17,13
"CG43954",1633,1473,2966,1603,5241,5282,6201,5737
"CG43998",24,32,59,31,115,91,149,171
"CG43999",24,32,59,31,115,91,149,171
"CG44002",33,38,71,27,79,56,115,104
"CG44004",108,114,231,75,437,616,436,476
"CG44005",1,0,2,1,10,13,12,12
"CG44006",99,75,194,69,883,944,1100,1167
"CG44013",2,0,0,2,2,4,0,2
"CG4404",1,0,1,0,5,5,11,5
"CG4407",117,92,252,115,957,1009,819,770
"CG4408",1,4,1,2,3,1,6,4
"CG44098",20,13,59,38,77,77,68,72
"CG44102",6,9,10,4,26,16,12,14
"CG44153",3861,3622,7258,3898,6348,6445,6044,6203
"CG44195",1,1,2,2,3,0,1,3
"CG4424",37,25,65,28,118,123,97,95
"CG44250",878,1066,1702,936,1105,1136,889,913
"CG44251",1106,1343,2124,1203,1570,1632,1253,1263
"CG44290",0,0,0,0,0,0,0,0
"CG44325",723,604,1402,716,2575,2643,2273,2174
"CG44385",57,56,114,56,83,108,134,110
"CG44403",0,2,2,0,6,15,11,7
"CG44405",38,52,116,51,307,349,363,310
"CG44422",98,88,188,93,415,427,454,407
"CG44433",7,6,16,6,51,52,55,67
"CG44434",16,14,35,24,72,94,153,162
"CG44435",16,14,35,24,72,94,153,162
"CG44437",20,18,48,30,36,45,39,32
"CG44438",1,0,2,0,2,1,10,7
"CG44569",0,0,0,0,0,0,0,1
"CG4459",4,1,3,2,4,3,5,3
"CG4462",1,2,3,1,1,5,10,5
"CG4465",0,0,0,0,0,0,0,0
"CG44666",0,0,1,0,1,1,1,2
"CG4467",4,0,9,2,21,19,22,18
"CG44774",927,810,1797,959,3328,3519,3652,3813
"CG4480",0,0,0,0,0,0,0,0
"CG4483",0,0,0,0,0,0,0,0
"CG44836",5,2,6,4,19,25,12,20
"CG44837",52,57,124,66,216,234,225,190
"CG44954",0,0,0,0,0,0,0,0
"CG4496",484,457,845,446,987,1125,976,950
"CG4497",70,61,114,51,192,195,224,219
"CG45002",7,12,18,18,28,21,25,20
"CG4502",307,268,632,288,1134,1175,1109,1089
"CG45062",1,0,1,0,1,0,0,1
"CG45064",0,0,0,0,0,0,1,2
"CG45065",0,0,0,0,0,0,1,2
"CG45066",8,3,10,4,6,4,12,5
"CG45067",183,185,415,197,367,304,407,354
"CG45072",0,0,0,0,0,0,0,0
"CG45076",4,1,2,1,4,5,12,13
"CG45078",3,0,2,1,3,3,6,10
"CG45085",1625,1400,2791,1557,3226,3258,3635,3675
"CG45088",654,628,1203,597,1885,2014,2067,2097
"CG45092",687,593,1277,591,2085,2256,2034,2059
"CG45099",193,142,329,187,321,352,374,349
"CG45100",156,166,295,175,285,371,332,340
"CG45105",0,0,0,0,0,0,1,0
"CG45263",574,566,1152,557,2683,2826,1355,1383
"CG4538",355,311,685,354,723,828,754,841
"CG45486",11,12,41,14,55,74,54,55
"CG45490",0,0,1,1,6,2,3,4
"CG4553",49,46,109,46,103,113,106,132
"CG4562",4,5,13,7,81,74,65,73
"CG4563",0,0,0,0,0,1,0,1
"CG4572",273,206,500,233,624,741,690,780
"CG4582",0,0,0,0,0,0,0,0
"CG4587",90,102,169,95,287,296,8,5
"CG4612",241,214,469,231,463,470,532,572
"CG4613",6,6,19,9,1,0,15,14
"CG4615",142,107,240,99,392,407,536,578
"CG4617",91,68,164,83,156,180,259,310
"CG4622",136,109,284,149,333,344,468,401
"CG46280",796,637,1482,712,1848,2043,1707,1800
"CG46281",270,193,520,238,395,417,416,355
"CG4629",370,442,647,375,1540,1707,1282,1401
"CG4630",232,150,366,158,1676,1845,1622,1777
"CG46306",814,940,1657,808,3247,3490,3178,3192
"CG46309",641,676,1220,726,2718,2735,1923,2063
"CG46312",506,489,1011,525,983,1126,988,1034
"CG46315",216,212,438,207,1074,1116,1006,1091
"CG46321",153,174,344,175,376,426,475,451
"CG46335",0,0,1,0,0,0,0,0
"CG46338",59,63,112,48,136,182,184,247
"CG46385",3395,3502,6373,3409,8726,8615,9570,9292
"CG46427",2,4,9,5,34,43,37,26
"CG46433",0,1,2,0,2,4,1,1
"CG46434",66,49,118,55,175,150,155,183
"CG46439",4,10,10,3,10,15,28,29
"CG46440",240,212,424,250,456,480,511,568
"CG46456",1013,931,2009,973,2712,2908,2641,2808
"CG46458",30,29,47,28,44,48,59,50
"CG46460",1999,1872,3845,1912,11411,13754,13863,16144
"CG46464",2,2,5,4,5,5,44,38
"CG46466",340,263,581,295,771,815,966,1069
"CG46468",234,207,435,237,96,87,100,99
"CG4650",3,10,19,9,34,36,15,31
"CG4660",2,0,9,4,19,5,7,13
"CG4661",10,11,23,8,20,33,30,35
"CG4666",80,67,122,65,80,84,196,207
"CG4679",153,124,257,163,215,192,189,230
"CG4681",0,0,0,0,0,0,0,0
"CG4702",0,0,0,0,9,4,2,3
"CG4704",0,0,0,0,0,0,0,0
"CG4707",90,76,142,67,146,178,170,195
"CG4712",0,0,0,0,0,0,0,0
"CG4714",0,0,0,0,0,0,0,0
"CG4730",36,42,91,50,105,81,121,136
"CG4734",1,0,0,1,0,1,0,0
"CG4741",3,3,4,7,20,9,17,15
"CG4743",51,45,99,43,82,93,110,97
"CG4744",0,1,0,0,2,2,0,1
"CG4763",0,0,0,0,0,1,0,0
"CG4766",79,84,159,75,143,158,141,119
"CG4781",2,0,0,1,5,3,4,0
"CG4797",84,65,137,87,332,302,516,491
"CG4806",251,236,531,263,344,370,405,372
"CG4813",315,275,538,273,364,430,431,462
"CG4815",0,0,1,0,0,1,0,0
"CG4822",1807,1904,3472,1949,7308,8143,7376,7334
"CG4830",2,0,2,0,2,2,1,1
"CG4860",800,915,1621,764,1523,1578,1359,1555
"CG4882",111,129,244,137,226,223,224,200
"CG4884",185,152,347,170,308,294,301,285
"CG4907",28,28,38,23,117,130,125,113
"CG4911",302,214,528,223,897,1056,1096,1072
"CG4914",29,27,45,28,46,66,57,79
"CG4950",0,0,0,0,1,1,0,0
"CG4951",152,115,242,127,274,311,313,330
